SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å),Reference
CCN1C2=[O+]C3CC(c4ccccc4)=CC(/C=C/C=C4\N(CCCS(=O)(=O)[O-])c5ccc(S(=O)(=O)[O-])cc5C4(C)CCCC(=O)O)=C3C=C2C(C)=CC1(C)C,CCO,675,703,28,0.07,,,https://doi.org/10.1016/j.dyepig.2013.11.027
CCN1C2=[O+]C3CC(c4ccccc4)=CC(/C=C/C=C4\N(CCCS(=O)(=O)[O-])c5ccc(S(=O)(=O)[O-])cc5C4(C)CCCC(=O)O)=C3C=C2C(C)=CC1(C)C,O,664,700,36,0.04,,,https://doi.org/10.1016/j.dyepig.2013.11.027
CCN1c2cc3[o+]c(-c4ccccc4)cc(/C=C/C=C4\N(CCCS(=O)(=O)[O-])c5ccc(S(=O)(=O)[O-])cc5C4(C)CCCC(=O)O)c3cc2C(C)=CC1(C)C,O,664,702,38,0.04,,,https://doi.org/10.1016/j.ejmech.2009.01.019
CCN1CCN(c2c(F)cc3c(c2F)OC2=C(/C=C/C4=[N+](C)c5ccccc5C4(C)C)CCCC2=C3)CC1,C(Cl)(Cl)Cl,619,726,107,0.01,31450,4.49762065,https://doi.org/10.1039/c9ob00568d
CCN1CCN(c2c(F)cc3c(c2F)OC2=C(/C=C/C4=[N+](C)c5ccccc5C4(C)C)CCCC2=C3)CC1,CCO,612,720,108,0.01,34400,4.536558443,https://doi.org/10.1039/c9ob00568d
CCOC(=C\C=C1/SC(/C=C2\SC(c3ccccc3)=C(c3ccccc3)N2CC)=[N+](CC)C1=O)/C=C1/Sc2ccc(C)cc2N1CC,CCO,655,,,0.005,108000,5.033423755,https://doi.org/10.1016/S1011-1344(00)00021-X
CCOC(=O)c1ccc2c(c1)C(C)(C)C(/C=C/C=C/C=C1/N(C)c3ccc(NC(=O)CCCc4ccc(N(CCCl)CCCl)cc4)cc3C1(C)C)=[N+]2C,O,662,690,28,0.038,,,https://doi.org/10.1016/j.dyepig.2018.09.064
CCOc1cccc(OCC)c1C1=C(/C=C/C2=[N+](CC)c3ccccc3C2(C)C)CCC/C1=C\C=C1\N(CC)c2ccccc2C1(C)C,O,760,790,30,0.18,239000,5.378397901,https://doi.org/10.1016/j.cclet.2024.109994
CCOc1cccc(OCC)c1C1=C(/C=C/C2=[N+](CC)c3ccccc3C2(C)C)CCC/C1=C\C=C1\N(CC)c2ccccc2C1(C)C,CC#N,759,790,31,0.23,257000,5.409933123,https://doi.org/10.1016/j.cclet.2024.109994
CCOc1cccc(OCC)c1C1=C(/C=C/C2=[N+](CC)c3ccccc3C2(C)C)CCC/C1=C\C=C1\N(CC)c2ccccc2C1(C)C,C(Cl)Cl,768,798,30,0.31,345000,5.537819095,https://doi.org/10.1016/j.cclet.2024.109994
ClC(=C\C=C1\Sc2ccccc2N1Cc1ccccc1)/C=C/c1sc2ccccc2[n+]1Cc1ccccc1,CO,600,667,67,0.081,66888,4.82534821,https://doi.org/10.1016/j.dyepig.2023.111519
ClC1=C(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)CCC/C1=C\C=C1/Sc2ccccc2N1Cc1ccccc1,CS(=O)C,817,834,17,,133900,5.126780577,https://doi.org/10.1016/j.jphotochem.2016.05.019
ClC1=C(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)CCC/C1=C\C=C1/Sc2ccccc2N1Cc1ccccc1,CO,802,824,22,,170800,5.232487866,https://doi.org/10.1016/j.jphotochem.2016.05.019
ClC1=C(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)CCC/C1=C\C=C1/Sc2ccccc2N1Cc1ccccc1,C(Cl)(Cl)Cl,815,833,18,,225100,5.352375495,https://doi.org/10.1016/j.jphotochem.2016.05.019
Clc1ccc2c(c1)N(c1ccccc1)C=C/C2=C\c1sc2ccccc2[n+]1CCC[n+]1ccccc1,CC#N,512,551,39,,80700,4.906873535,https://doi.org/10.1016/j.jphotochem.2020.112598
CN(C)C1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O,C(Cl)(Cl)Cl,476,495,19,0.008,83000,4.919078092,https://doi.org/10.1016/j.dyepig.2023.111612
CN(C)C1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O,O,464,490,26,0.0036,86400,4.936513742,https://doi.org/10.1016/j.dyepig.2023.111612
CN(C)C1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O,CO,468,497,29,0.0047,88900,4.948901761,https://doi.org/10.1016/j.dyepig.2023.111612
CN(C)C1=CC2SC3=CC(=[N+](C)C)C=CC3=NC2C=C1,O,,,,0.03,71000,4.851258349,https://doi.org/10.1016/j.dyepig.2018.01.029
CN(C)c1cc[n+](C(=C\C=C2\Sc3ccccc3N2C)/C=C/c2sc3ccccc3[n+]2C)cc1,CO,620,652,32,0.249,234807,5.37071104,https://doi.org/10.1016/j.dyepig.2023.111519
CN(C)c1cc[n+](C(=C\C=C2\Sc3ccccc3N2Cc2ccc([N+](=O)[O-])cc2)/C=C/c2sc3ccccc3[n+]2Cc2ccc([N+](=O)[O-])cc2)cc1,CO,633,650,17,0.252,18904,4.276553709,https://doi.org/10.1016/j.dyepig.2023.111519
CN(C)c1cc[n+](C(=C\C=C2\Sc3ccccc3N2Cc2ccccc2)/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)cc1,CO,631,662,31,0.231,253233,5.4035203,https://doi.org/10.1016/j.dyepig.2023.111519
CN(C)c1cc[n+](CCC[n+]2c(/C=C3\C=CN(CC(O)CBr)c4ccccc43)sc3ccccc32)cc1,CO,504,,,,90100,4.954724791,https://doi.org/10.1016/S0143-7208(98)00046-1
CN(C)c1cc[n+](CCC[n+]2c(/C=C3\C=CN(CCCBr)c4ccccc43)sc3ccccc32)cc1,CO,504,,,,70000,4.84509804,https://doi.org/10.1016/S0143-7208(98)00046-1
CN(C)c1cc[n+](CCCN2C=C/C(=C\c3cc[n+](C)c4ccccc34)c3ccccc32)cc1,O,600,,,,57300,4.758154622,https://doi.org/10.1016/S0143-7208(97)80088-5
CN(C)c1cc[n+](CCCN2C=C/C(=C\c3sc4ccccc4[n+]3C)c3ccccc32)cc1,O,515,,,,80900,4.907948522,https://doi.org/10.1016/S0143-7208(97)80088-5
CN(C)c1cc[n+](CCCN2C=CC(=Cc3sc4ccccc4[n+]3C)c3ccccc32)cc1,O,512,,,,80900,4.907948522,https://doi.org/10.1016/S1010-6030(99)00207-5
CN(C)c1ccc(/C=C/C=C\C23OCCN2c2ccccc2C3(C)C)cc1,CCO,555,,,,108823,5.036720694,https://doi.org/10.1016/S1010-6030(97)00279-7
CN(C)c1ccc(/C=C/C=C\C23OCCN2c2ccccc2C3(C)C)cc1,CC#N,550,,,,16095,4.206690981,https://doi.org/10.1016/S1010-6030(97)00279-7
CN(C)c1ccc(C=CC23OCCN2c2ccccc2C3(C)C)cc1,CC#N,538,,,,30000,4.477121255,https://doi.org/10.1016/S1010-6030(97)00279-7
CN(C)c1ccc(C=CC23OCCN2c2ccccc2C3(C)C)cc1,CCO,546,,,,40987,4.612646132,https://doi.org/10.1016/S1010-6030(97)00279-7
CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1,CCOC(=O)C,540,688,148,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1,CN(C)C=O,540,697,157,,37100,4.56937391,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1,C1CCOC1,555,690,135,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](C)cc2)cc1,C1CCOC1,471,614,143,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](C)cc2)cc1,CCOC(=O)C,470,594,124,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](C)cc2)cc1,CN(C)C=O,472,624,152,,51000,4.707570176,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)c4ccccc43)c3ccccc23)cc1,CCOC(=O)C,545,674,129,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)c4ccccc43)c3ccccc23)cc1,C1CCOC1,559,685,126,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)c4ccccc43)c3ccccc23)cc1,CN(C)C=O,551,699,148,,54200,4.733999287,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)cc3)cc2)cc1,CCOC(=O)C,476,597,121,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)cc3)cc2)cc1,CN(C)C=O,485,629,144,,98200,4.992111488,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)cc3)cc2)cc1,C1CCOC1,476,601,125,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)c4ccccc43)c3ccccc23)cc1,C1CCOC1,555,681,126,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)c4ccccc43)c3ccccc23)cc1,CN(C)C=O,552,700,148,,54900,4.739572344,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)c4ccccc43)c3ccccc23)cc1,CCOC(=O)C,543,674,131,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)cc3)cc2)cc1,CN(C)C=O,478,628,150,,91100,4.959518377,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)cc3)cc2)cc1,CCOC(=O)C,478,595,117,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)cc3)cc2)cc1,C1CCOC1,480,603,123,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCCCCCCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)c4ccccc43)c3ccccc23)cc1,CN(C)C=O,547,699,152,,74300,4.870988814,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCCCCCCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)c4ccccc43)c3ccccc23)cc1,C1CCOC1,557,686,129,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCCCCCCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)c4ccccc43)c3ccccc23)cc1,CCOC(=O)C,544,689,145,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCCCCCCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)cc3)cc2)cc1,CCOC(=O)C,478,591,113,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCCCCCCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)cc3)cc2)cc1,C1CCOC1,484,605,121,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(C=Cc2cc[n+](CCCCCCCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)cc3)cc2)cc1,CN(C)C=O,477,624,147,,93700,4.971739591,https://doi.org/10.1016/j.dyepig.2008.07.014
CN(C)c1ccc(-c2oc3cc4c(cc3c(=O)c2O)N(C)/C(=C/C=C/C=C/C=C/C2=[N+](CCC[N+](C)(C)C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C4(C)C)cc1,CO,753,783,30,,123200,5.090610708,https://doi.org/10.1039/d2cc02648a
CN(C)c1ccc2c(c1)O/C(=C\C=C\C1=[N+](C)c3ccccc3C1(C)C)C=C2C(F)(F)F,CCO,710,765,55,0.024,57100,4.756636108,https://doi.org/10.1021/acs.orglett.1c03367
CN(C)c1ccc2c(c1)O/C(=C\C=C\C1=[N+](C)c3ccccc3C1(C)C)C=C2C(F)(F)F,O,700,760,60,0.014,32860,4.516667559,https://doi.org/10.1021/acs.orglett.1c03367
CN(C)c1ccc2c(c1)O/C(=C\C=C\c1cc[n+](C)cc1)C=C2C(F)(F)F,CCO,550,755,205,0.015,45680,4.659726095,https://doi.org/10.1021/acs.orglett.1c03367
CN(C)c1ccc2c(c1)O/C(=C\C=C\c1sc3ccccc3[n+]1C)C=C2C(F)(F)F,O,600,765,165,0.011,27440,4.438384107,https://doi.org/10.1021/acs.orglett.1c03367
CN(C)c1ccc2c(c1)O/C(=C\C=C\c1sc3ccccc3[n+]1C)C=C2C(F)(F)F,CCO,640,765,125,0.018,50840,4.706205542,https://doi.org/10.1021/acs.orglett.1c03367
CN(C)c1ccc2c(c1)OC(c1ccccc1)=C/C2=C\C=C\C=C\c1cc(-c2ccccc2)[o+]c2cc(N(C)C)ccc12,C(Cl)(Cl)Cl,862,908,46,0.05,240000,5.380211242,https://doi.org/10.1016/j.ccr.2024.215986
CN(C)c1ccc2c(c1)OC(c1ccccc1)=C/C2=C\C=C\c1cc(-c2ccccc2)[o+]c2cc(N(C)C)ccc12,C(Cl)(Cl)Cl,746,766,20,0.029,220000,5.342422681,https://doi.org/10.1016/j.ccr.2024.215986
CN(C)c1ccc2c(c1)OC(c1ccccc1)=C/C2=C\c1cc(-c2ccccc2)[o+]c2cc(N(C)C)ccc12,C(Cl)(Cl)Cl,650,684,34,0.007,16000,4.204119983,https://doi.org/10.1016/j.ccr.2024.215986
CN(C1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O)c1ccccc1,CO,495,555,60,0.002,98200,4.992111488,https://doi.org/10.1016/j.dyepig.2023.111612
CN(C1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O)c1ccccc1,O,490,540,50,0.002,83800,4.923244019,https://doi.org/10.1016/j.dyepig.2023.111612
CN(CCOC1=C(/C=C/C2=[N+](CCC[N+](C)(C)C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(CCC[N+](C)(C)C)c2ccc(S(=O)(=O)[O-])cc2C1(C)C)C(=O)CCCC(=O)ON1C(=O)CCC1=O,CO,763,786,23,0.32,229000,5.359835482,https://doi.org/10.1021/acs.bioconjchem.5b00492
CN(CCOC1=C(/C=C/C2=[N+](CCC[N+](C)(C)C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(CCC[N+](C)(C)C)c2ccc(S(=O)(=O)[O-])cc2C1(C)C)C(=O)CCCC(=O)ON1C(=O)CCC1=O,O,759,778,19,0.079,191835,5.282927846,https://doi.org/10.1021/acs.bioconjchem.5b00492
CN(CCOC1=C(/C=C/C2=[N+](CCCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc2C1(C)C)C(=O)CCCC(=O)ON1C(=O)CCC1=O,O,765,787,22,0.07,165180,5.217957462,https://doi.org/10.1021/acs.bioconjchem.5b00492
CN(CCOC1=C(/C=C/C2=[N+](CCCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc2C1(C)C)C(=O)CCCC(=O)ON1C(=O)CCC1=O,CO,774,798,24,0.23,214000,5.330413773,https://doi.org/10.1021/acs.bioconjchem.5b00492
CN1/C(=C(C=O)\C=C\C2=[N+](C)c3cccc4cccc2c34)C(C)(C)c2ccccc21,O,595,,,,23600,4.372912003,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\C2=[N+](C)c3cccc4cccc2c34)C(C)(C)c2ccccc21,CO,610,,,,23400,4.369215857,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\C2=[N+](C)c3cccc4cccc2c34)C(C)(C)c2ccccc21,CC#N,617,,,,31600,4.499687083,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\C2=[N+](C)c3cccc4cccc2c34)C(C)(C)c2ccccc21,CS(=O)C,624,,,,31900,4.503790683,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CO,493,,,,37900,4.57863921,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,O,475,,,,36600,4.563481085,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,501,,,,37000,4.568201724,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CC#N,506,,,,37000,4.568201724,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\c2ccc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CC#N,513,,,,20200,4.305351369,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\c2ccc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CO,513,,,,21500,4.33243846,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\c2ccc3ccccc3[n+]2C)C(C)(C)c2ccccc21,O,483,,,,25900,4.413299764,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\c2ccc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CS(=O)C,515,,,,19800,4.29666519,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\c2sc3ccc4ccccc4c3[n+]2C)C(C)(C)c2ccccc21,CS(=O)C,508,,,,50500,4.703291378,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\c2sc3ccc4ccccc4c3[n+]2C)C(C)(C)c2ccccc21,CC#N,500,,,,53400,4.727541257,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\c2sc3ccc4ccccc4c3[n+]2C)C(C)(C)c2ccccc21,CO,493,,,,47100,4.673020907,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\c2sc3ccc4ccccc4c3[n+]2C)C(C)(C)c2ccccc21,O,480,,,,45200,4.655138435,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\c2sc3ccccc3[n+]2C)C(C)(C)c2ccccc21,O,475,,,,32600,4.5132176,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\c2sc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CO,487,,,,32200,4.507855872,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\c2sc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CC#N,493,,,,34500,4.537819095,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C(C=O)\C=C\c2sc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CS(=O)C,495,,,,34400,4.536558443,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)SCCC(=O)O)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,634,654,20,0.17,204000,5.309630167,https://doi.org/10.1016/j.dyepig.2016.11.022
CN1/C(=C/C=C(/C=C/c2sc3ccc(F)cc3[n+]2C)c2ccncc2)Sc2ccc(F)cc21,CCO,652,670,18,0.17,134910,5.130044142,https://doi.org/10.1016/j.dyepig.2021.109268
CN1/C(=C/C=C/C(=C/C=C/C2=[N+](C)c3ccc4ccccc4c3C2(C)C)C(=O)[O-])C(C)(C)c2c1ccc1ccccc21,CO,786,819,33,0.048,224500,5.351216345,https://doi.org/10.1016/j.jphotochem.2022.114189
CN1/C(=C/C=C/C(=C/C=C/C2=[N+](C)c3ccc4ccccc4c3C2(C)C)C(=O)OCc2ccc([N+](=O)[O-])cc2)C(C)(C)c2c1ccc1ccccc21,CO,823,879,56,0.0019,158800,5.200850498,https://doi.org/10.1016/j.jphotochem.2022.114189
CN1/C(=C/C=C/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(=O)[O-])C(C)(C)c2ccccc21,CO,749,774,25,0.132,242000,5.383815366,https://doi.org/10.1016/j.jphotochem.2022.114189
CN1/C(=C/C=C/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(=O)OCc2ccc([N+](=O)[O-])cc2)C(C)(C)c2ccccc21,CO,782,814,32,0.0023,153350,5.18568378,https://doi.org/10.1016/j.jphotochem.2022.114189
CN1/C(=C/C=C/C=C(Br)/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CO,736,765,29,,213000,5.328379603,https://doi.org/10.1021/acs.joc.0c01104
CN1/C(=C/C=C/C=C(F)/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CO,761,788,27,,221000,5.344392274,https://doi.org/10.1021/acs.joc.0c01104
CN1/C(=C/C=C/C=C(I)/C=C/C2=[N+](C)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,CO,747,772,25,0.085,260000,5.414973348,https://doi.org/10.1021/acs.joc.3c00005
CN1/C(=C/C=C/C=C(I)/C=C/C2=[N+](C)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,O,746,775,29,0.041,160000,5.204119983,https://doi.org/10.1021/acs.joc.3c00005
CN1/C(=C/C=C/C=C(I)/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CO,733,757,24,0.081,230000,5.361727836,https://doi.org/10.1021/acs.joc.3c00005
CN1/C(=C/C=C/C=C(I)/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,O,728,763,35,0.018,170000,5.230448921,https://doi.org/10.1021/acs.joc.3c00005
CN1/C(=C/C=C/C=C/C=C/C2=[N+](C)c3c(ccc4ccccc34)C2(C)C)C(C)(C)c2ccc3ccccc3c21,CO,789,826,37,,224000,5.350248018,https://doi.org/10.1021/acs.joc.0c01104
CN1/C(=C/C=C/C=C/C=C/C2=[N+](C)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,CO,753,782,29,0.16,230000,5.361727836,https://doi.org/10.1021/acs.joc.3c00005
CN1/C(=C/C=C/C=C/C=C/C2=[N+](C)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,O,749,780,31,0.054,160000,5.204119983,https://doi.org/10.1021/acs.joc.3c00005
CN1/C(=C/C=C/C=C/C=C/C2=[N+](C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc3oc(-c4ccc([N+](C)(C)C)cc4)c(O)c(=O)c3cc21,CO,749,782,33,,175900,5.245265839,https://doi.org/10.1039/d2cc02648a
CN1/C(=C/C=C/C=C/C=C/C2=[N+](C)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CO,778,,,,,,https://doi.org/10.1016/S0925-3467(02)00120-9
CN1/C(=C/C=C/C=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CC#N,741,776,35,0.28,202000,5.305351369,https://doi.org/10.1016/j.cclet.2024.109994
CN1/C(=C/C=C/C=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,C(Cl)Cl,756,790,34,0.34,248000,5.394451681,https://doi.org/10.1016/j.cclet.2024.109994
CN1/C(=C/C=C/C=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,O,736,771,35,0.064,107000,5.029383778,https://doi.org/10.1021/acs.joc.0c00236
CN1/C(=C/C=C/C=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CO,740,772,32,0.24,260000,5.414973348,https://doi.org/10.1021/acs.joc.3c00005
CN1/C(=C/C=C/C=C/C=C/C2=[N+](CCC[N+](C)(C)C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc3oc(-c4ccc([N+](C)(C)C)cc4)c(O)c(=O)c3cc21,CO,749,780,31,,165800,5.219584526,https://doi.org/10.1039/d2cc02648a
CN1/C(=C/C=C/C=C/C=C/C2=[N+](CCC[N+](C)(C)C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc3oc(-c4ccccc4)c(O)c(=O)c3cc21,CO,749,779,30,,161500,5.208172527,https://doi.org/10.1039/d2cc02648a
CN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc3oc(-c4ccc([N+](C)(C)C)cc4)c(O)c(=O)c3cc21,CO,753,782,29,,144500,5.159867847,https://doi.org/10.1039/d2cc02648a
CN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc3oc(-c4ccc([N+](C)(C)C)cc4)c(O)c(=O)c3cc21,CO,755,783,28,,197200,5.294906911,https://doi.org/10.1039/d2cc02648a
CN1/C(=C/C=C/C=C/C2=[N+](C)c3cc4c(cc3C2(C)C)OCO4)C(C)(C)c2cc3c(cc21)OCO3,CS(=O)C,679,722,43,0.095,85100,4.92992956,https://doi.org/10.1016/j.dyepig.2014.07.035
CN1/C(=C/C=C/C=C/C2=[N+](C)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,CS(=O)C,640,672,32,0.169,210100,5.322426052,https://doi.org/10.1016/j.dyepig.2014.07.035
CN1/C(=C/C=C/C=C/C2=[N+](C)c3ccc(C(=O)O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,CCO,660,,,,,,https://doi.org/10.1016/S0927-0248(03)00113-2
CN1/C(=C/C=C/C=C/C2=[N+](C)c3ccc(C(=O)O)cc3C2(C)C)C(C)(C)c2cc(NC(=O)CCCc3ccc(N(CCCl)CCCl)cc3)ccc21,O,649,670,21,0.07,,,https://doi.org/10.1016/j.dyepig.2018.09.064
