SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å),Reference
C[n+]1c(/C=C2/C=C(C=Cc3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,O,501,675,174,0.0057,57000,4.755874856,https://doi.org/10.1016/j.dyepig.2021.109182
C[n+]1c(/C=C2/C=C(C=Cc3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,CS(=O)C,548,716,168,0.0249,56500,4.752048448,https://doi.org/10.1016/j.dyepig.2021.109182
C[n+]1c(/C=C2/C=C(C=Cc3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,CO,552,709,157,0.0139,42200,4.625312451,https://doi.org/10.1016/j.dyepig.2021.109182
C[n+]1c(/C=C2/C=C(C=Cc3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,CC(=O)C,547,714,167,0.0132,37700,4.57634135,https://doi.org/10.1016/j.dyepig.2021.109182
C[n+]1c(/C=C2/C=C(C=Cc3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,O,543,705,162,0.0031,33300,4.522444234,https://doi.org/10.1016/j.dyepig.2021.109182
C[n+]1c(/C=C2/C=C(C=Cc3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,CCO,564,714,150,0.0172,49700,4.696356389,https://doi.org/10.1016/j.dyepig.2021.109182
C[n+]1c(/C=C2/C=C(C=Cc3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,C(Cl)(Cl)Cl,599,715,116,0.0251,41300,4.615950052,https://doi.org/10.1016/j.dyepig.2021.109182
C[n+]1c(/C=C2/C=C(C=Cc3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,CS(=O)C,542,718,176,0.017,26700,4.426511261,https://doi.org/10.1016/j.dyepig.2021.109182
C[n+]1c(/C=C2/C=CN(CCC[N+](C)(C)CCC[N+](C)(C)CCCN3C=C/C(=C\c4sc5ccccc5[n+]4C)c4ccccc43)c3ccccc32)sc2ccccc21,CS(=O)C,514,,,,117000,5.068185862,https://doi.org/10.1016/j.dyepig.2006.06.032
C[n+]1c(/C=C2\C=CN(CC(O)CBr)c3ccccc32)sc2ccccc21,CO,504,,,,72300,4.859138297,https://doi.org/10.1016/S0143-7208(98)00046-1
C[n+]1c(/C=C2\C=CN(CCC(=O)O)c3ccccc32)sc2cc(Cl)ccc21,O,450,607,157,,,,https://doi.org/10.1016/j.jlumin.2012.08.050
C[n+]1c(/C=C2\C=CN(CCC[n+]3ccccc3)c3ccccc32)sc2ccccc21,O,515,,,,73900,4.868644438,https://doi.org/10.1016/S0143-7208(97)80088-5
C[n+]1c(/C=C2\C=CN(CCCBr)c3ccccc32)sc2ccccc21,CO,505,,,,87600,4.942504106,https://doi.org/10.1016/S0143-7208(98)00046-1
C[n+]1c(/C=C2\C=CN(CCCc3ccccc3)c3ccccc32)sc2ccccc21,O,505,,,,51000,4.707570176,https://doi.org/10.1016/S0143-7208(97)80088-5
C[n+]1c(C=C2C=CN(CCC[N+](C)(C)CCCCCC[N+](C)(C)CCCN3C=C/C(=C\c4oc5ccccc5[n+]4C)c4ccccc43)c3ccccc32)oc2ccccc21,CC#N,480,,,,148100,5.170555059,https://doi.org/10.1016/S0143-7208(02)00126-2
C[n+]1c(C=C2C=CN(CCC[n+]3ccccc3)c3ccccc32)sc2ccccc21,O,510,,,,73900,4.868644438,https://doi.org/10.1016/S1010-6030(99)00207-5
C[n+]1c(C=C2C=CN(CCCC[N+](C)(C)CCC[N+](C)(C)CCCCN3C=C/C(=C\c4oc5ccccc5[n+]4C)c4ccccc43)c3ccccc32)oc2ccccc21,CC#N,478,,,,133000,5.123851641,https://doi.org/10.1016/S0143-7208(02)00126-2
C[n+]1c(C=C2C=CN(CCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCN3C=C/C(=C\c4oc5ccccc5[n+]4C)c4ccccc43)c3ccccc32)oc2ccccc21,CC#N,482,,,,166700,5.2219356,https://doi.org/10.1016/S0143-7208(02)00126-2
C[n+]1c(C=C2C=CN(CCCC[NH2+]c3ccc(-c4ccc([NH2+]CCCCN5C=C/C(=C\c6oc7ccccc7[n+]6C)c6ccccc65)cc4)cc3)c3ccccc32)oc2ccccc21,CC#N,481,,,,162900,5.211921084,https://doi.org/10.1016/S0143-7208(02)00126-2
C[n+]1c(C=C2C=CN(CCCC[NH2+]CCCCCC[NH2+]CCCCN3C=C/C(=C\c4oc5ccccc5[n+]4C)c4ccccc43)c3ccccc32)oc2ccccc21,CO,480,,,,186300,5.270212855,https://doi.org/10.1016/S0143-7208(02)00126-2
C[n+]1c(C=C2C=CN(CCCc3ccccc3)c3ccccc32)sc2ccccc21,O,507,,,,51000,4.707570176,https://doi.org/10.1016/S1010-6030(99)00207-5
C[n+]1c(C=C2C=CN(CCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCN3C=C/C(=C\c4oc5ccccc5[n+]4C)c4ccccc43)c3ccccc32)oc2ccccc21,CC#N,481,,,,138900,5.142702246,https://doi.org/10.1016/S0143-7208(02)00126-2
C[n+]1c(C=C2C=CN(CCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCN3C=C/C(=C\c4oc5ccccc5[n+]4C)c4ccccc43)c3ccccc32)oc2ccccc21,CC#N,480,,,,164300,5.215637563,https://doi.org/10.1016/S0143-7208(02)00126-2
C[n+]1c(-c2ccccc2)csc1/C=C1\C=CN(CCC[n+]2ccccc2)c2ccccc21,O,520,,,,67600,4.829946696,https://doi.org/10.1016/S0143-7208(97)80088-5
C[n+]1c(-c2ccccc2)csc1C=C1C=CN(CCC[n+]2ccccc2)c2ccccc21,O,512,,,,68200,4.833784375,https://doi.org/10.1016/S1010-6030(99)00207-5
C[n+]1c2ccccc2c(/C=C2\C=CN(CCC[n+]3ccccc3)c3ccccc32)c2ccccc21,CO,621,,,,29900,4.475671188,https://doi.org/10.1016/S0143-7208(98)00046-1
C[n+]1c2ccccc2c(/C=C2\C=CN(CCCBr)c3ccccc32)c2ccccc21,CO,606,,,,28500,4.45484486,https://doi.org/10.1016/S0143-7208(98)00046-1
C[n+]1cc(/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)cc2ccccc21,O,582,610,28,,,,https://doi.org/10.1016/j.snb.2023.135073
C[n+]1cc(/C=C/C2=CC(=C(C#N)C#N)CC(C)(C)C2)cc2ccccc21,O,568,660,92,,,,https://doi.org/10.1016/j.snb.2023.135073
C[n+]1cc(/C=C/c2sc3ccccc3[n+]2C)cc2ccccc21,O,533,572,39,,,,https://doi.org/10.1016/j.snb.2023.135073
C[n+]1cc(-c2ccc(C(=O)O)s2)cc2ccccc21,O,475,576,101,,,,https://doi.org/10.1016/j.snb.2023.135073
C[n+]1cc(-c2sc(C(=O)O)c3c2OCCO3)cc2ccccc21,O,486,576,90,,,,https://doi.org/10.1016/j.snb.2023.135073
C[n+]1ccc(/C(C#N)=C/C=C/c2cc3ccccc3[n+](C)c2)cc1,O,610,657,47,,,,https://doi.org/10.1016/j.snb.2023.135073
C[n+]1ccc(/C(C#N)=C/c2cc3ccccc3[n+](C)c2)cc1,O,515,565,50,,,,https://doi.org/10.1016/j.snb.2023.135073
C[n+]1ccc(/C=C/c2ccc(O)cc2)c2ccccc21,CC#N,425,554,129,0.08,,,https://doi.org/10.1016/j.dyepig.2006.01.046
C[n+]1ccc(/C=C/c2ccc(O)cc2)cc1,CC#N,383,498,115,0.0626,,,https://doi.org/10.1016/j.dyepig.2006.01.046
C[n+]1ccc(/C=C2\C=CN(CC(O)CBr)c3ccccc32)c2ccccc21,CO,590,,,,103300,5.014100322,https://doi.org/10.1016/S0143-7208(98)00046-1
C[n+]1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc21,C1CCOC1,540,756,216,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
C[n+]1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc21,CN(C)C=O,517,776,259,,9500,3.977723605,https://doi.org/10.1016/j.dyepig.2008.07.014
C[n+]1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc21,CCOC(=O)C,512,712,200,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
C[n+]1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CN(C)C=O,457,693,236,,15200,4.181843588,https://doi.org/10.1016/j.dyepig.2008.07.014
C[n+]1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCOC(=O)C,458,637,179,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
C[n+]1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,462,655,193,,,,https://doi.org/10.1016/j.dyepig.2008.07.014
C=C(NCCCC[N+]1=C(/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21)c1cc(NCCS(=O)(=O)O)cc(N(CCS(=O)(=O)[O-])CCS(=O)(=O)O)c1,O,680,710,30,0.05,197000,5.294466226,https://doi.org/10.1016/j.tetlet.2006.09.100
C=CC(=O)Nc1ccc(C(=C\C=C\C2=[N+](CCCCS(=O)(=O)[O-])c3ccccc3C2(C)C)/C(=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)OC(C)=O)cc1,O,754,780,26,0.1212,102000,5.008600172,https://doi.org/10.1021/acs.orglett.2c04289
C=Cc1ccc2c(c1C=C)C(C)(C)/C(=C\C=C\C1=[N+](C)c3ccccc3C1(C)C)N2CCCC,CS(=O)C,572,586,14,0.1,107000,5.029383778,https://doi.org/10.1016/j.dyepig.2014.02.009
C1=CN(c2ccccc2)c2ccccc2/C1=C/C1=Nc2cccc3cccc1c23,CC1=CC=CC=C1,583,,,,32100,4.506505032,https://doi.org/10.1016/j.dyepig.2006.01.048
C1=CN(c2ccccc2)c2ccccc2/C1=C/C1=Nc2cccc3cccc1c23,C1COCCO1,582,,,,35700,4.552668216,https://doi.org/10.1016/j.dyepig.2006.01.048
C1=CN(c2ccccc2)c2ccccc2/C1=C/C1=Nc2cccc3cccc1c23,CO,569,,,,67600,4.829946696,https://doi.org/10.1016/j.dyepig.2006.01.048
C1=CN(c2ccccc2)c2ccccc2/C1=C/C1=Nc2cccc3cccc1c23,CC#N,584,,,,70100,4.845718018,https://doi.org/10.1016/j.dyepig.2006.01.048
C1=CN(CCC[n+]2ccccc2)c2ccccc2/C1=C/c1sc2ccccc2[n+]1CCC[n+]1ccccc1,CO,507,,,,78300,4.893761762,https://doi.org/10.1016/S0143-7208(98)00046-1
C1=CN(CCCc2ccccc2)c2ccccc2/C1=C/c1sc2ccccc2[n+]1CCC[n+]1ccccc1,O,510,,,,77500,4.889301703,https://doi.org/10.1016/S0143-7208(97)80088-5
C1=CN(CCCc2ccccc2)c2ccccc2C1=Cc1sc2ccccc2[n+]1CCC[n+]1ccccc1,O,505,,,,77500,4.889301703,https://doi.org/10.1016/S1010-6030(99)00207-5
CC(/C=C/C1=[N+](C)c2ccccc2C1(C)C)=C\C=C\C=C1\N(C)c2ccccc2C1(C)C,CO,736,760,24,,278000,5.444044796,https://doi.org/10.1021/acs.joc.0c01104
CC(/C=C1\Sc2cc(N(C)C)ccc2N1C)=C\c1sc2cc(N(C)C)ccc2[n+]1C,CO,584,,,,,,https://doi.org/10.1016/j.saa.2005.10.042
CC(/C=C1\Sc2cc(NCCO)ccc2N1C)=C\c1sc2cc(NCCO)ccc2[n+]1C,CO,579,,,,,,https://doi.org/10.1016/j.saa.2005.10.042
CC(/C=C1\Sc2ccccc2N1C)=C\c1sc2ccccc2[n+]1C,CO,539,,,,,,https://doi.org/10.1016/j.saa.2005.10.042
CC(/C=C1\Sc2ccccc2N1CCO)=C\c1sc2ccccc2[n+]1CCO,CC#N,546,571,25,0.0012,,,https://doi.org/10.1016/j.saa.2021.120171
CC(/C=C1\Sc2ccccc2N1CCO)=C\c1sc2ccccc2[n+]1CCO,C1COCCO1,568,579,11,0.05,,,https://doi.org/10.1016/j.saa.2021.120171
CC(/C=C1\Sc2ccccc2N1CCO)=C\c1sc2ccccc2[n+]1CCO,CS(=O)C,554,576,22,0.0063,,,https://doi.org/10.1016/j.saa.2021.120171
CC(=O)CC(C)(C)NC(=O)CC[n+]1c(/C=C2\C=CN(C)c3cc(Cl)ccc32)sc2ccccc21,CO,511,,,,82400,4.915927212,https://doi.org/10.1016/j.dyepig.2006.02.010
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CO,726,810,84,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CC(=O)C,722,812,90,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CC#N,722,808,86,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CS(=O)C,734,828,94,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CN(C)C=O,728,820,92,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CC1=CC=CC=C1,719,813,94,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CCOC(=O)C,716,813,97,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CCO,732,813,81,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(=O)OC(=C\C=C1\N(C)c2ccccc2C1(C)C)/C=C/C=C/C1=[N+](C)c2ccccc2C1(C)C,O,740,773,33,0.1047,127000,5.103803721,https://doi.org/10.1021/acs.orglett.2c04289
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccc(C(F)(F)F)cc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccc(C(F)(F)F)cc2C1(C)C,O,746,775,29,0.1996,88000,4.944482672,https://doi.org/10.1021/acs.orglett.2c04289
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccc(C)cc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccc(C)cc2C1(C)C,O,758,793,35,0.0464,149000,5.173186268,https://doi.org/10.1021/acs.orglett.2c04289
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccc(Cl)cc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccc(Cl)cc2C1(C)C,O,756,790,34,0.0636,142000,5.152288344,https://doi.org/10.1021/acs.orglett.2c04289
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccc(Cl)cc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccccc2C1(C)C,O,750,786,36,0.0281,115000,5.06069784,https://doi.org/10.1021/acs.orglett.2c04289
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccc(F)cc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccc(F)cc2C1(C)C,O,748,782,34,0.0784,150000,5.176091259,https://doi.org/10.1021/acs.orglett.2c04289
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccc(F)cc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccccc2C1(C)C,O,748,780,32,0.0875,175000,5.243038049,https://doi.org/10.1021/acs.orglett.2c04289
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccc3ccccc3c2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c2C1(C)C,O,784,815,31,0.0064,75000,4.875061263,https://doi.org/10.1021/acs.orglett.2c04289
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccccc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccc(C(F)(F)F)cc2C1(C)C,O,748,783,35,0.0725,198000,5.29666519,https://doi.org/10.1021/acs.orglett.2c04289
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccccc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccc(Cl)cc2C1(C)C,O,752,788,36,0.0694,204000,5.309630167,https://doi.org/10.1021/acs.orglett.2c04289
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccccc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccc(F)cc2C1(C)C,O,748,783,35,0.0834,172000,5.235528447,https://doi.org/10.1021/acs.orglett.2c04289
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccccc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c2C1(C)C,O,766,802,36,0.00049,141000,5.149219113,https://doi.org/10.1021/acs.orglett.2c04289
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccccc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccccc2C1(C)C,O,748,784,36,0.0781,216000,5.334453751,https://doi.org/10.1021/acs.orglett.2c04289
CC(=O)Oc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,O,476,591,115,0.064,24400,4.387389826,https://doi.org/10.1039/d0sc03314f
CC(=O)Oc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,C(Cl)Cl,517,585,68,0.273,30400,4.482873584,https://doi.org/10.1039/d0sc03314f
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(Cl)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC#N,803,823,20,0.118,188700,5.2757719,https://doi.org/10.1016/j.dyepig.2020.108611
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CS(=O)C,753,821,68,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CCO,748,814,66,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC#N,737,805,68,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CN(C)C=O,746,813,67,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CO,750,813,63,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC(=O)C,737,806,69,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC1=CC=CC=C1,729,810,81,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CCOC(=O)C,733,802,69,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCCCC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CO,822,849,27,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCCCC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC(=O)C,825,850,25,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCCCC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CCO,825,849,24,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCCCC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CN(C)C=O,832,851,19,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCCCC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CCOC(=O)C,819,849,30,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCCCC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC1=CC=CC=C1,776,850,74,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCCCC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CS(=O)C,836,851,15,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCCCC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC#N,822,850,28,,,,https://doi.org/10.1016/j.molstruc.2021.131381
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCN(c3ccccc3)CC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC#N,706,807,101,0.104,81300,4.910090546,https://doi.org/10.1016/j.dyepig.2020.108611
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCNCC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC#N,706,804,98,0.128,72500,4.860338007,https://doi.org/10.1016/j.dyepig.2020.108611
CC(C)(C)OC(=O)C(CCN=[N+]=[N-])NC(=O)CC[N+]1=C(/C=C/C=C/C=C2/N(CCC(=O)NCCOCCOCCCCCCCl)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CCO,645,670,25,0.29,245000,5.389166084,https://doi.org/10.1021/acs.joc.3c02673
CC(C)(C)OC(=O)C(CCN=[N+]=[N-])NC(=O)CC[N+]1=C(/C=C/C=C/C=C2/N(CCC(=O)NCCOCCOCCCCCCCl)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,O,643,662,19,0.21,114000,5.056904851,https://doi.org/10.1021/acs.joc.3c02673
CC(C)(C)OC(=O)C(CCN=[N+]=[N-])NC(=O)CC[N+]1=C(/C=C/C=C/C=C2/N(CCC(=O)NCCOCCOCCCCCCCl)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CN(C)C=O,646,671,25,0.41,243000,5.385606274,https://doi.org/10.1021/acs.joc.3c02673
CC(C)(C)OC(=O)C(CCN=[N+]=[N-])NC(=O)CC[N+]1=C(/C=C/C=C/C=C2/N(CCC(=O)NCCOCCOCCCCCCCl)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,648,673,25,0.48,233000,5.367355921,https://doi.org/10.1021/acs.joc.3c02673
CC(C)CCN1/C(=C/C=C2\CCCC(/C=C/c3sc4ccccc4[n+]3CCC(C)C)=C2Cl)Sc2ccccc21,CS(=O)C,810,824,14,,138800,5.142389466,https://doi.org/10.1016/j.jphotochem.2016.05.019
CC(O)C[n+]1c(/C=C2\C=CN(C)c3cc(Cl)ccc32)sc2ccccc21,CO,514,,,,78000,4.892094603,https://doi.org/10.1016/j.dyepig.2005.10.010
CC(O)C[n+]1c(/C=C2\C=CN(C)c3ccccc32)sc2ccccc21,CO,505,,,,86000,4.934498451,https://doi.org/10.1016/j.dyepig.2005.10.010
CC(O)C[n+]1c(/C=C2\C=CN(CC(O)CCl)c3cc(Cl)ccc32)sc2ccccc21,CO,515,,,,83000,4.919078092,https://doi.org/10.1016/j.dyepig.2005.10.010
CC(O)C[n+]1c(/C=C2\C=CN(Cc3ccccc3)c3ccccc32)sc2ccccc21,CO,510,,,,105000,5.021189299,https://doi.org/10.1016/j.dyepig.2005.10.010
CC(O)C[n+]1c(/C=C2\C=CN(CCC(N)=O)c3ccccc32)sc2ccccc21,CO,508,,,,72000,4.857332496,https://doi.org/10.1016/j.dyepig.2005.10.010
CC(O)C[n+]1c(/C=C2\C=CN(CCC[N+]34CC[N+](C)(CC3)CC4)c3ccccc32)sc2ccccc21,CO,511,,,,65000,4.812913357,https://doi.org/10.1016/j.dyepig.2005.10.010
CC(O)C[n+]1c(/C=C2\C=CN(CCCBr)c3ccccc32)sc2ccccc21,CO,519,,,,49000,4.69019608,https://doi.org/10.1016/j.dyepig.2005.10.010
CC(O)C[n+]1c(/C=C2\C=CN(CCCI)c3ccccc32)sc2ccccc21,CO,510,,,,79000,4.897627091,https://doi.org/10.1016/j.dyepig.2005.10.010
CC/C(c1c2ccccc2c2n(C)c(-c3ccco3)nn12)=c1\c2ccccc2c2n1nc(-c1ccco1)[n+]2C,CC#N,571,,,,79432,4.899995498,https://doi.org/10.1016/j.dyepig.2006.03.017
